"","mz","Pearson","cosine","delta_RT"
"para",498.929148833815,0.941614259803877,0.964674840336534,0.326999999999998
"para",499.932680179309,0.907985322940035,0.939777120966546,0.0920000000000414
"para",500.923598555238,0.944111162881172,0.966222445175707,0.326999999999998
"para",1043.92455234195,0.921830568301804,0.938174991025212,0.326999999999998
"para",235.973437138084,0.453349695066813,0.68300023036913,0.74799999999999
"para",255.232656784744,0.358977189408156,0.68055247662932,1.16899999999998
"para",234.975580743112,0.560692134575925,0.727518779608783,0.937000000000012
"para",283.263829680272,0.54919475395359,0.693707335206017,0.0920000000000414
"para",1044.92755134199,0.925186476886273,0.937503264135841,0.74799999999999
"para",236.970575795043,0.595323445812491,0.667866403420829,0.326999999999998
"para",501.927843445791,0.940424439714226,0.963925157384915,0.0920000000000414
"para",1020.84618826449,0.898368417960192,0.916166233974396,0.513000000000034
"para",1015.89056380457,0.840123479197613,0.880118665878895,0.513000000000034
"para",267.195982124999,-0.16286765410537,0.328958312444335,3.81199999999995
"para",502.942436348384,0.921248793337607,0.952020501164838,0.326999999999998
"para",1071.95454248503,0.92726336254614,0.936832826506791,0.326999999999998
"para",256.23553937217,0.00951078704953015,0.589905273808099,1.59399999999999
"para",199.170118030095,0.097652914540228,0.630719714787399,2.452
"para",1045.92139438949,0.928764039739592,0.941700648165848,0.326999999999998
"para",284.266714397643,0.192419980777393,0.641261563274813,1.59399999999999
"para",818.588982126411,0.091935952969098,0.624542060837894,0.513000000000034
"para",311.168209860556,-0.234079475794634,0.524245896682711,1.363
"para",297.152726171083,-0.290130400437685,0.557886985362798,3.608
"para",580.933295825313,0.899044138011718,0.933688792683402,0.0920000000000414
"para",227.201373150265,0.183515266841626,0.642002663139221,1.79600000000005
"para",1029.90812439169,0.898313656503617,0.914063457120226,0.326999999999998
"para",424.964808541653,-0.0874334055511893,0.390687914647103,2.238
"para",372.220669488808,0.886192070655915,0.929398503310477,0.326999999999998
"para",158.938745413805,-0.899666296377481,0.294384485587349,7.053
"para",171.102478195152,0.354608993585476,0.655477780059323,2.02099999999996
"para",191.983462778727,0.357117756929635,0.659827887586162,2.02099999999996
"para",265.147645881447,-0.275621386746724,0.540850251791541,2.452
"para",411.93431043555,-0.296571984369979,0.516754670284087,3.34999999999997
"para",1279.99902019908,-0.0226232565029702,0.620057080946058,0.513000000000034
"para",249.14908855237,0.396596072248481,0.688958270435971,1.363
"para",376.215513803228,0.590396179462631,0.737270067202953,2.89399999999995
"para",213.185509536866,0.504245469051171,0.696179741536682,0.74799999999999
"para",980.014230446104,-0.198339289237352,0.552936117031091,3.81199999999995
"para",1056.91840974794,0.916630619879043,0.935028905973825,0.326999999999998
"para",1379.98895079909,-0.0106913587812273,0.62228126158683,1.59399999999999
"para",1180.0000275246,0.212519547344155,0.647463513142446,4.53100000000001
"para",1016.89672410496,0.9196842596084,0.936025000205606,0.74799999999999
"para",217.002756035614,0.308424478409411,0.654515581567744,0.513000000000034
"para",156.912183137794,0.470575753847211,0.67481492321767,1.363
"para",426.962469598467,-0.128658037159526,0.352619291503727,2.238
